,Username,DOB,State,vader_sentiments,customer sentiments(%),vader sentiments(%),clean text,transformer sentiments,transformer sentiments(%),code,latitude,longitude
587,wnyb4342,1950-08-08,Colorado,POSITIVE,50.0,87.48,hanes tagless tshirts are the preferred brand for the men in my house and the price is was very reasonable with an added bonus of a free shirt  i was very pleased and so were they ,POSITIVE,99.58,CO,39.550051,-105.782067
588,oyxq3313,1995-07-28,Colorado,POSITIVE,16.67,95.35,this is a outstanding product  and it is a great value  they fit just as they should  i do not like the new fitted tee shirts because they are to tight and hard to get off  these tee shirts are very comfortable and easy to put on and take off  even when they are wet ,POSITIVE,99.97,CO,39.550051,-105.782067
589,vedi2241,1953-08-07,Vermont,POSITIVE,33.33,73.51,excellent product but could be better  nevertheless  i will keep this product due to its cost ,POSITIVE,99.87,VT,44.558803,-72.577841
590,qpqw4343,1961-08-05,Nebraska,POSITIVE,16.67,76.5,fit bed great  quality construction  would buy again ,POSITIVE,99.6,NE,41.492537,-99.901813
591,hrkt3212,1993-07-28,Montana,POSITIVE,0.0,98.54,this very popular line of bed covers and accessories is really beautiful  the colors in jewel are outstanding and change dramatically with the light source  natural  incandescent   as can be seen in the two photos  the quilt has a heavy weight and texturing to it which enhances the artisanlike quality  as does the pillow sham also  it feelslooks to be handmade  and adds class and perfect earthy colors to a room  the backside is a wonderful earthymuted red which contrasts nicely when exposed  we are very glad we bought two of these and a pillow sham  another pillow sham would be nice  for our guest house ,POSITIVE,99.97,MT,46.879682,-110.362566
592,mavx3113,1976-08-01,Alabama,NEGATIVE,33.33,-42.15,i ordered the 18 oblong decorative pillow  but the material was just a flat cotton print that sort of matches the quilt colors  no textured yarns or cotton fill  so i sent it back ,NEGATIVE,-100.0,AL,32.318231,-86.902298
593,yibi3111,1982-07-31,Minnesota,POSITIVE,66.67,89.05,there is a problem with the size of these quilts  they are way too short to cover a kingsize bed and need to be about 25 feet longer  and about a foot wider  if you want it to both hang over the end of the bed and have the bed pillows covered at the top  the fullqueen quilt is really too small  please note that the bedspreads are the correct sizes  go with those instead of the quilts  plus they have a true queen size  not a fullqueen   had i picked up on the actual measurements  i would have ordered the bedspreads instead  also  the cotton fill on the quilts makes them heavy  so they crush the warmth out of a bed  probably the bedspreads  again  would be a better choice  i highly recommend these for putting some class and color into a room ,NEGATIVE,-100.0,MN,46.729553,-94.6859
594,zhol4414,1981-07-31,Washington,POSITIVE,33.33,84.81,outstanding product  love the extra length and width,POSITIVE,99.99,WA,47.751074,-120.740139
595,azdn4242,1975-08-02,Delaware,POSITIVE,16.67,24.84,my order came in a timely manner  with no problems  the order was just what i expected from the description on line  i am very pleased with the help i received personally by phone when i didnt know how to complete the order on linethank you  donna ,POSITIVE,99.91,DE,38.910832,-75.52767
596,vwzm2242,1970-08-03,California,POSITIVE,16.67,89.98,i love my new bedspreads  the colors are perfect for us  not too feminine and not too masculine so worked well for our bedroom  the bedspread is more like a quilt and not too heavy for warmer weather but good quality ,POSITIVE,99.97,CA,36.778261,-119.417932
597,jywq2132,1962-08-05,Missouri,POSITIVE,0.0,80.16,i read the reviews for this product and some were not favorable  i was splendidly pleased with this set  my only advice is to measure your bed because the size is different  a full sized spread fits to the floor on all sides perfectly on my queen bed with the stripes running horizontally  and frankly  with the stripes running in that direction  it makes my room appear much larger  love it ,POSITIVE,99.95,MO,37.964253,-91.831833
598,htxy4241,1958-08-06,Tennessee,POSITIVE,16.67,93.81,i bought a pair of these for a redo of my home office  i liked the stripes and they do look very nice with my slate blue room and dark wood furniture  however  as other customers have indicated  they are very  very thin even though they are lined  the lining is also thin  i also bought 2 of the valences since the drapes hang on either side of a wide window  the valences are of a good weight  however  both the drapery panels and the valences were very uneven in length  i had to shorten the drapes anyway and add a thermal lining  i made it   so i made the drape panels even when shortened them and then i sewed the lining to the top of the back side of the panels  because the valences were also very uneven  i had to take them apart and make them more even before i could join them together to make a very wide valance  i had planned to just join the 2 valences by lightly stitching them together     getting the panels and valence ready to hang turnout to be a rather large project   fortunately  i know how to sew     and i am retired ,NEGATIVE,-100.0,TN,35.517491,-86.580447
599,dfbi4142,1974-08-02,Louisiana,POSITIVE,16.67,94.66,i ordered this beautiful comforter and was so happy with it when it came  it is a nice lightweight and perfect for layers on your bed  it looks great  however  it has only been on my bed for two days and it is separating at the seams in several places  i will keep it  but i have some hand sewing to do ,POSITIVE,99.72,LA,31.244823,-92.145024
600,clpa2142,1991-07-29,Georgia,POSITIVE,50.0,95.75,i have never ever written a review for anything i have ever purchased and i am a more than average high end shopper  but i have to say these are the most comfortable sexy high heeled shoes i have ever wore  i never buy cheap shoes as a matter of fact i have never bought shoes other than sneakers at jcp  i love these so much i just ordered 2 more pairs just to have back ups ,POSITIVE,99.95,GA,32.157435,-82.907123
601,fcnf1412,2000-07-26,Maine,POSITIVE,16.67,91.71,these thermals are worth the buy  they wash up nice and i did not notice that the had shrunk in the dryer on low heat  my husband says the neckline is not tight to his neck compared to another brand he tried and that means alot because he wears them everyday  so comfort is very important  i will be buying him more of these  btw they are a nice soft material so another good insight to these thermals ,POSITIVE,99.53,ME,45.253783,-69.445469
602,rbhi4414,1973-08-02,Wisconsin,POSITIVE,33.33,70.03,the shirt was great but it was too big  i wished it would have fit ,NEGATIVE,-99.0,WI,43.78444,-88.787868
603,zhyh1422,1972-08-02,West Virginia,POSITIVE,0.0,94.85,the waffle weave on this shirt makes it very versatile  it breathes well and seems to help keep you warm when its cold  and cool when its warmer  and  it feels great  soft and comfortable ,POSITIVE,99.99,WV,38.597626,-80.454903
604,zqzy4233,1961-08-05,Minnesota,POSITIVE,33.33,56.88,very pretty shirt  very thick  high quality  very soft  deep rich colors  but arms are very long ,POSITIVE,97.73,MN,46.729553,-94.6859
605,snol2232,1960-08-05,Montana,POSITIVE,33.33,85.73,i bought this for myself  im female   the material is fairly thick for a thermal which i love  these thermals are really warm  i highly recommend them ,POSITIVE,99.98,MT,46.879682,-110.362566
606,dzvf2412,1956-08-06,Utah,POSITIVE,16.67,74.27,i bought this waffle thermal for my son who doesnt like to be weighed down with heavy jackets  not only did it look great on him but it was very soft and cozy  despite its lightweight feature  it sure keeps him warm without any added weight ,POSITIVE,99.95,UT,39.32098,-111.093731
607,vgeh4231,1973-08-02,Michigan,POSITIVE,33.33,75.97,i bought this as a shirt to be worn under a work shirt  but it looks so nice my husband may just wear it as a casual shirt ,POSITIVE,97.24,MI,44.314844,-85.602364
608,dbmj2241,1986-07-30,Massachusetts,POSITIVE,16.67,83.16,my husband wears them to work and loves them  they wash great and dont shrink ,POSITIVE,99.97,MA,42.407211,-71.382437
609,dxrn4244,1991-07-29,Ohio,NEUTRAL,83.33,0.0,description is soho bath rug collection  pictured is bath rugs  toilet seat cover  around toilet rug  etc  what i got was a toilet seat cover ,NEGATIVE,-100.0,OH,40.417287,-82.907123
610,ousf2114,1995-07-28,New Jersey,POSITIVE,33.33,62.49,not too thick of a pile and fits great by the bath door ,POSITIVE,98.72,NJ,40.058324,-74.405661
611,nqsx1333,1969-08-03,Wyoming,POSITIVE,16.67,56.42,plush rugs are perfect for my bathroom with tile flooring  i was a little hesitant because some reviews mentioned that they couldnt be vacuumed due to thickness but theres no need when theyre on tile  a broom works just fine  soft and feels like real carpet ,POSITIVE,99.82,WY,43.075968,-107.290284
612,zcbp2144,1971-08-03,Ohio,NEGATIVE,83.33,-29.6,will be returning this product  this bathroom rug is missing an absorbency factor  little pools of water sit in the design and takes several hours to dry ,NEGATIVE,-100.0,OH,40.417287,-82.907123
613,aopn3431,1994-07-28,New Jersey,POSITIVE,33.33,87.64,i ordered the runner and the contour rug  they came in the mail today  are well made and i really like the texture and subtle pattern  i got them in the tan color and the color is a rich nice tan with brown undertones  liked them so well that i am ordering another rug from this collection while they are on sale  have not laundered them yet to see how that turns out  instructions say machine wash on cold  no chlorine bleach  and machine dry on delicate  the value was great because they were on sale  i think would be a little too pricey if had not gotten sale price  made in the usa  backing made from imported materials but of course backing made with latex ,POSITIVE,96.11,NJ,40.058324,-74.405661
614,darm3314,1980-07-31,Virginia,POSITIVE,16.67,58.59,i like the subtle design in the floor mats so they arnt just plainbut i am curious to see how the rubber back hold up in the washer throughout the year ,POSITIVE,71.95,VA,37.431573,-78.656894
615,xvmb1233,1977-08-01,Oregon,POSITIVE,66.67,97.57,i ordered the toilet seat cover and contour rug for my bathroom  i already had throw rugs in the same color  but could not find the elongated toilet seat cover in several stores that i looked at  as they only had the standard size toilet seat cover  i was very pleased when i received the two items  since they perfectly match the throw rugs that i had previously purchased from another store  i also think the quality of the toilet seat cover and contour rug are great and they will last for several years  i am very happy that i made the purchase from jc penneycom ,POSITIVE,99.9,OR,43.804133,-120.554201
616,wjdb1443,1966-08-04,Alaska,POSITIVE,83.33,57.19,i need new rugs for my bathroom  so this sale was perfect ,POSITIVE,99.71,AK,63.588753,-154.493062
617,nfvn3331,1990-07-29,Washington,NEUTRAL,0.0,0.0,i have wanted a spinner for over a year  i have waited for a sale and i hit the jackpot  it arrived earlier than expected and i was able to use it for a quick weekend getaway with my husbandfour days of clothing  shoes and toiletries and it weighed only 31 pounds full ,NEGATIVE,-100.0,WA,47.751074,-120.740139
618,avqp2344,1964-08-04,Idaho,POSITIVE,66.67,98.48,i am so happy that i spent the money to buy american tourister  i really love this luggage  my husband and i used this on a trip in march 2016  and we were very impressed with the ease of mobility  and durability that this luggage has  the vibrant colors make it stick out when claiming your luggage at baggage claim too  i also love the compartments on the inside  i am so happy with my choice to buy this luggage  perfect for carry on traveling ,POSITIVE,99.98,ID,44.068202,-114.742041
619,trbn3423,1950-08-08,California,POSITIVE,16.67,62.49,this has plenty of room for a weekend trip  it is lightweight  works great ,POSITIVE,98.56,CA,36.778261,-119.417932
620,xiip2114,1975-08-02,Northern Mariana Islands,POSITIVE,50.0,47.67,this product was a great for up coming trip to my daughters  it made traveling through the airports a breeze  it stored well in over head compartment  too  i was light  but quite sturdy ,POSITIVE,99.77,MP,15.19,145.75
621,iiwr2341,1979-08-01,South Dakota,POSITIVE,33.33,61.24,this item seems to be well made  it is roomy and attractive ,POSITIVE,99.99,SD,43.969515,-99.901813
622,crwf1114,1980-07-31,U.S. Virgin Islands,POSITIVE,0.0,63.69,i love the spinner wheels  very roomy inside with all the pockets ,POSITIVE,99.95,VI,18.036736,-64.801704
623,ovns4434,1952-08-07,Nebraska,POSITIVE,16.67,68.08,love this suitcase  rolls along nice  and had plenty of room  and it fit in the overhead on the plane no problem ,POSITIVE,99.97,NE,41.492537,-99.901813
624,gjed1211,1954-08-07,U.S. Virgin Islands,POSITIVE,16.67,88.2,my current carryon was deemed too large when i arrived at the airport recently  upon returning home  my first priority was to purchase an uptodate piece of luggage that would fit the dimensions for a carryon  the american tourister name got my attention  the price was good and the aforementioned company calls it a carryon  so i ordered it  im looking forward to using it on my next flight  but im confident it will fit the bill ,NEGATIVE,-62.0,VI,18.036736,-64.801704
625,whuy2431,1989-07-29,Vermont,POSITIVE,16.67,96.27,super tiny turtle studs  exactly what i was looking for to wear in my second hole  great quality and great price   i totally recommend them  turtle lover and this was spot on for me  my only con is that the backs were a little too lose for these to be worn day in and day out i recommend switching the backs to the little clear rubber ones  never had an issue with them once i made that change ,POSITIVE,99.29,VT,44.558803,-72.577841
626,plus3242,1994-07-28,Idaho,POSITIVE,50.0,66.09,literally  these earrings are itsy bitsy  tiny little turtles  cute but almost baby or toddler size  too small for a young girl to appreciate ,NEGATIVE,-97.0,ID,44.068202,-114.742041
627,yinl1233,1994-07-28,New York,POSITIVE,33.33,89.34,bought 10 wide and they are perfect to where with a sport sock  true to size  love them  put them on asap and walked 8 hours in them ,POSITIVE,99.95,NY,43.299428,-74.217933
628,hqyc3414,1987-07-30,Nebraska,POSITIVE,0.0,98.46,i love these sneakers  they are great looking  comfortable and wellmade  they came with a second set of shoe laces that were grey  it was like getting a little present inside the shoe  love the color  they look great on and off my feet  im a consistent 6 12 and these fit perfect but not tight so there is room for my foot to spread when i walk  the heel feels like it is raised a little  which i like  since im usually wearing highheels and i dont usually like the feel of wearing sneakers  except for these  theyre awesome ,POSITIVE,99.88,NE,41.492537,-99.901813
629,hkqh3424,1955-08-07,Alabama,NEUTRAL,16.67,0.0,,POSITIVE,74.81,AL,32.318231,-86.902298
630,mbkm3334,1957-08-06,Guam,POSITIVE,0.0,36.12,i will purchase again would like a different color same brand,NEGATIVE,-81.0,GU,13.444304,144.793732
631,vfzc4422,2000-07-26,Alabama,NEGATIVE,83.33,-20.23,i own two other pair of these shoes which i bought several years ago  bought a 7 12 wide  they are a bit snug trough the toe area so this time i bought 8 w to my disappointment  both of the pair i ordered in the bigger size  fit smaller than the smaller ones i bought several years ago  when are they going to realize that a bigger toe box area is needed  i returned both pair  will give up on sketchers ,NEGATIVE,-100.0,AL,32.318231,-86.902298
632,dsip1414,1961-08-05,Idaho,NEGATIVE,0.0,-22.63,i like these tennis shoes because they are made of leather and no net type fabrics that usually look worn before the rest of the shoe ,POSITIVE,99.17,ID,44.068202,-114.742041
633,zyjp3133,1958-08-06,Idaho,POSITIVE,33.33,96.7,great shoe with good support  style is nice and for those with large feet  it makes the foot look smaller  always a plus  i gave these shoes to my sister as they were too wide through the heel for me  my sister put them on and they fit her perfectly  i would recommend this shoe ,POSITIVE,99.97,ID,44.068202,-114.742041
634,zdpv2121,1980-07-31,New Hampshire,POSITIVE,16.67,75.74,bought for my wife and she loves them she said they are very comfort,POSITIVE,99.97,NH,43.193852,-71.572395
635,uobs2434,1957-08-06,Missouri,POSITIVE,33.33,62.49,got these for my granddaughter and got a great deal for the quality ,POSITIVE,99.99,MO,37.964253,-91.831833
636,aemz3112,1983-07-31,North Dakota,POSITIVE,16.67,92.87,i love the fit and good material that last long  great for small children ,POSITIVE,99.99,ND,47.551493,-101.002012
637,bofz4321,1951-08-08,Arkansas,POSITIVE,83.33,88.34,perfect fit  great price  stretch material  casu,NEGATIVE,-98.0,AR,35.20105,-91.831833
638,dgic1441,1961-08-05,Minnesota,NEGATIVE,0.0,-7.72,i washed these pants according to the manufacturers instructions  but they shrunk considerably  and were too small for my child  very disappointed because they are very good quality fabric and construction ,NEGATIVE,-98.0,MN,46.729553,-94.6859
639,udjx2313,1973-08-02,Washington,POSITIVE,0.0,81.73,love the quality of the pants  durable yet very cute ,POSITIVE,99.99,WA,47.751074,-120.740139
640,wkqs2112,1954-08-07,Mississippi,POSITIVE,16.67,49.27,seems a little short for the waist size  overall a very good pant for a child ,POSITIVE,93.83,MS,32.354668,-89.398528
641,uyrp1341,1978-08-01,Connecticut,POSITIVE,33.33,77.83,plenty of room to grow yet with a great clean look ,POSITIVE,99.97,CT,41.603221,-73.087749
642,uwtn3333,1988-07-29,Massachusetts,POSITIVE,33.33,90.17,lite weight and great for the summer  the color was gorgeous  i received so many compliments ,POSITIVE,99.99,MA,42.407211,-71.382437
643,ttgu4312,1966-08-04,Tennessee,POSITIVE,0.0,55.74,fits as described and washes well  would like to find more in additional colors if still available ,NEGATIVE,-98.0,TN,35.517491,-86.580447
644,bprr2411,1963-08-05,South Dakota,POSITIVE,66.67,89.59,i could not love these tops any more  i am 52 and a curvy xl  they are true to size  i am a jcp sjb xl and an xl in other brands  these tunics suit my body type perfectly  enough length to cover my hips and derriere  the sleeves are not too long  they come up just above my wrist  the neckline is flattering for someone with a fuller bust  not too revealing but not unflattering either  i live in florida so the lightweight material is perfect  i thought the white one would be a bit too seethrough but its fine  i have washed them and they havent shrunk  very well finished  classy  i love them so much i have bought one in every color and two of the whitethe pink is adorable ,POSITIVE,99.8,SD,43.969515,-99.901813
645,njki1422,1962-08-05,Ohio,POSITIVE,0.0,83.6,adorable but the petite small was too big for me  i wish it had fit ,NEGATIVE,-100.0,OH,40.417287,-82.907123
646,pvyk3132,1965-08-04,Minor Outlying Islands,POSITIVE,0.0,45.88,the neckline is the main attraction  it is very stylish ,POSITIVE,99.98,MO,28.2075,-177.35
647,obcg1413,1958-08-06,North Dakota,POSITIVE,0.0,77.83,bought these for my daughter and ended up ordering online because they didnt have their size inside the store  they do run a little small so we ordered one size up  but other than that we love them ,POSITIVE,58.49,ND,47.551493,-101.002012
648,bvmk2442,1982-07-31,North Dakota,POSITIVE,83.33,71.84,my daughter is just getting used to flip flops  so the wide strap is perfect for her to keep these on  she loves them ,POSITIVE,99.94,ND,47.551493,-101.002012
649,dzqk3134,1974-08-02,Utah,POSITIVE,0.0,96.86,i got this comforter because it was on sale  so it is a great value for the price  the color  pattern look even better in person  so was pleasantly surprised  i am very happy with this purchase ,POSITIVE,99.96,UT,39.32098,-111.093731
650,smtx2142,1980-07-31,Kentucky,POSITIVE,16.67,80.78,i bought two of these pillows during a 50  off sale  one is firm and has a great shape  the other seems almost as if it is only halffilled and is lacking in shape  the fabric is soft  and i love the detail on each pillow  however  having two pillows that look like i have had them for different amounts of time is incredibly disappointing ,NEGATIVE,-100.0,KY,37.839333,-84.270018
651,xnhf3143,1992-07-28,Alabama,POSITIVE,16.67,94.32,it was perfect to compliment the beachy theme i wanted in my bedroom  i absolutely love this comforter ,POSITIVE,99.99,AL,32.318231,-86.902298
652,qtjx3143,1997-07-27,New Jersey,POSITIVE,50.0,73.46,very pleased with this purchase  well worth the cost ,POSITIVE,99.99,NJ,40.058324,-74.405661
653,syzu2244,1970-08-03,Northern Mariana Islands,POSITIVE,16.67,92.74,i have not shopped jcp in a long time  local store closed  never used their website  but surprised to find updated style choices  bought these shams in king and they go well with a nina campbell quilt  great look  fair price  average quality ,POSITIVE,99.93,MP,15.19,145.75
654,uhnz2313,1954-08-07,Massachusetts,POSITIVE,33.33,80.63,i really like the look of this quilt and it looks really nice on my new daybed  the only thing that i do not like is that the ruffles stop about 2 to 2 12 feet from the top of the quilt ,POSITIVE,98.15,MA,42.407211,-71.382437
655,pqwj2422,1950-08-08,Kentucky,POSITIVE,66.67,87.5,i think the quilt and especially the white pillow you can order with it is awesome  the quilt is well made and the value was great  i bought it when it was on sale 50 percent off and got an additional 30 percent off  the only problem is that i ordered a twin xl and it is too small  i am going to send it back and get a full size for my twin b,NEGATIVE,-98.0,KY,37.839333,-84.270018
656,kbrk3322,1970-08-03,Alaska,POSITIVE,16.67,95.13,this quilt is beautifully constructed and the perfect shade of aqua for my bedroom  it looks crisp and clean with white sheets  as soon as i opened it  i was worried about the ruffled parts raveling in the washing machine  but when i washed it  nothing on it raveled  the euro pillows that coordinate with it are also beautiful  i found a whiteaqua stripe fabric and sewed a bedskirt and curtains  along with an accent pillow  and it looks great ,POSITIVE,99.92,AK,63.588753,-154.493062
657,oafh4214,1962-08-05,Tennessee,POSITIVE,0.0,59.41,i bought these for my granddaughters birthday so am not sure how well they hold up etc  i wish they made thomas the train clothing for girls too  they just love thomas  not just the boys ,POSITIVE,98.86,TN,35.517491,-86.580447
658,zdpv2121,1980-07-31,New Hampshire,POSITIVE,33.33,10.45,although i like the pattern on the replacement wicker settee and chair cushions  they were smaller that the original cushions i had on the wicker furniture  i was very disappointed in the size ,NEGATIVE,-100.0,NH,43.193852,-71.572395
659,aakg1123,1998-07-27,New Jersey,POSITIVE,33.33,94.0,i got my cushions today after a really long wait  they are very pretty and a good quality  very thick padding  the fabric is water resistant and mildew resistant  the love seat cushion fits perfect but the chair cushions are a little small  they are soft but a little bumpy  over all very nice and i would recommend them to anyone ,POSITIVE,99.93,NJ,40.058324,-74.405661
660,usqi1142,1981-07-31,Arkansas,POSITIVE,16.67,92.31,i love the set  it is of good quality and made in the usa  several patterns to choose from  i purchased two sets and used the extra set for back cushions  perfect fit for my wicker set ,POSITIVE,99.92,AR,35.20105,-91.831833
661,tydq4134,1999-07-27,Montana,NEUTRAL,50.0,-0.28,it took almost 3 weeks for delivery   ok so no big deal  took the cushions out of the box and was really pleased with the material and color  when i went to put them on the loveseat it was 3 inches shorter then advertised  these cushions say they are 44 inches long but are really 41 12  so disappointing  they also do not have tie downs  but they are made well and i would recommend them for someone who has a smaller wicker loveseat ,POSITIVE,99.27,MT,46.879682,-110.362566
662,dajy4242,1990-07-29,Vermont,POSITIVE,50.0,76.5,good workmanship  vivid colors  plush fill  happy ,POSITIVE,99.99,VT,44.558803,-72.577841
663,jbca1331,1984-07-30,Delaware,POSITIVE,16.67,75.06,i ordered this sweater for my husband  it ran a little small so i had to return for a larger size  i would recommend purchasing it in a size larger than normal however i loved the look and feel ,POSITIVE,82.6,DE,38.910832,-75.52767
664,gaqt1134,1967-08-04,Mississippi,POSITIVE,16.67,91.17,i buy this sweater for a gift  it looks very nice  style and color r good and beautifully made by dockers ,POSITIVE,99.98,MS,32.354668,-89.398528
665,urdq4441,1968-08-03,Nevada,POSITIVE,0.0,81.26,sweater fits my husband beautifully  he loves the way it feels ,POSITIVE,99.98,NV,38.80261,-116.419389
666,fijk4323,1993-07-28,Guam,POSITIVE,33.33,76.5,bought this sweater on sale what a buy good quality fits perfect,POSITIVE,99.96,GU,13.444304,144.793732
667,yava3331,1969-08-03,Washington,POSITIVE,33.33,84.28,bought this for my teenage nephew  looks great on him  he wanted argyle so this was perfect ,POSITIVE,99.98,WA,47.751074,-120.740139
668,kvfw4112,1990-07-29,Delaware,POSITIVE,83.33,82.71,i recently purchased this product  i used this peeler for peeling small carrots and it did an excellent job  the peeling process went very rapidly and smoothly by using this peeler  it has met my expectations well and i hope it continues to perform its function for a long time ,POSITIVE,99.97,DE,38.910832,-75.52767
669,qabj2321,1960-08-05,South Carolina,POSITIVE,16.67,92.98,this product is very good looking because of the brushed stainless steel handle  the flexible fins and soft grip make this very comfortable to use  the blade is very sharp and peels the vegetables easily  the builtin eyer works well too  a plastic covering is provided to protect the blade ,POSITIVE,99.35,SC,33.836081,-81.163725
670,vafx3132,1960-08-05,Maryland,POSITIVE,16.67,86.58,the steak i prepare on this grill is just as good as the ones i use on my weber grill  its easier  too  since there is no cleaning of charcoal  tastes seared into steak  making it juicy and even looks like its been grilled outdoors  i made salmon  too  using this grill  with equal success ,POSITIVE,99.87,MD,39.045755,-76.641271
671,ntuh4343,2001-07-26,Kentucky,POSITIVE,0.0,71.82,i ordered the grill pan on line  it came in excellent shape and was double boxed  which some of the things i ordered on line were not  i would not hesitate to order on line from penneys again  the product turned out to be just exactly what the person i gave the gift to wanted ,POSITIVE,99.93,KY,37.839333,-84.270018
672,guox1213,1975-08-02,Tennessee,POSITIVE,33.33,49.27,i am really pleased with me jcpenny online purchase of the cast iron grill purchase  it is high quality and heavy duty  i know it will last me a long time  it also was shipped in a very timely manner ,POSITIVE,99.96,TN,35.517491,-86.580447
673,zwvp1213,1988-07-29,District of Columbia,NEGATIVE,66.67,-62.49,bought 2 of these towels  1 of them lost color  no bleach or any other product was used  simple laundry detergent  both washed together  one towel affected ,NEGATIVE,-100.0,DC,38.905985,-77.033418
674,nytm3223,1962-08-05,Virginia,POSITIVE,66.67,78.28,they come in some pretty colors and are very solid  i like the thickness and length of them ,POSITIVE,99.99,VA,37.431573,-78.656894
675,oprf2242,1989-07-29,Pennsylvania,POSITIVE,0.0,49.39,within the last 34months i have made several purchases of home expressions bath and hand towels and wash rags for christmas gifts and some for myself  two of the hand towels hems have come unsewn  i ordered 8 more towels recently just before the 2nd rag unraveled  and so i returned the new towels for fear they will come unhemmed also  i will not be buying more of this line ,NEGATIVE,-100.0,PA,41.203322,-77.194525
676,fkni3242,1981-07-31,Vermont,POSITIVE,16.67,89.09,i bought a set of these same towels in the store about a year ago  ive had a discouraging history with towels not retaining their colors very well so i purchased just one set then to see how they would hold up  thankfully before washing them  i came to realize that the detergent i had been using was the real culprit all along  switched brands and these towels washed up beautifully  they still look as good as the day i brought them home  so of course i bought more in this recent sale  i realize everyones taste in towels might differ but for me  these are great  neither too plush nor too thin  they perform exactly as i expect and prefer  i will be buying more of them ,POSITIVE,92.36,VT,44.558803,-72.577841
677,gkzp4421,1950-08-08,U.S. Virgin Islands,POSITIVE,16.67,92.63,these towels are great  they are not thick beach like towels  but they are very absorbent  they absorb water very well  but since they are not too thick they dry quickly as well  quick drying towels are important if you live in an area with conditions that promote mildew  do yourself a favor and pick up a half dozen of these bad boys  keep dry and look cool ,POSITIVE,99.72,VI,18.036736,-64.801704
678,ltcb2221,1972-08-02,South Carolina,POSITIVE,66.67,79.64,i love these towels   i will purchase them again in the near future  would make good housewarming presents ,POSITIVE,99.97,SC,33.836081,-81.163725
679,rmok2334,1984-07-30,Oklahoma,POSITIVE,0.0,44.04,i love the feel of these towels  they do produce a lot of lint in the lint trap of the dryer ,POSITIVE,98.99,OK,35.007752,-97.092877
680,ncjx3444,1958-08-06,West Virginia,POSITIVE,16.67,56.67,nice color  soft after washing  good quality  doesnt snag easily ,POSITIVE,99.95,WV,38.597626,-80.454903
681,tyzp2224,1957-08-06,Delaware,POSITIVE,33.33,93.6,this shirt is a perfect fit  an amazing value when ordering online  totally made me look good at the office  people let me know that i dress very professional ,POSITIVE,99.97,DE,38.910832,-75.52767
682,untl1413,1998-07-27,Missouri,NEUTRAL,16.67,0.0,i bought this for my son whos very picky when it comes to his clothes  looked sharp ,POSITIVE,96.62,MO,37.964253,-91.831833
683,jsiq1132,1991-07-29,Wyoming,POSITIVE,33.33,91.36,easy care and great fit  the price was right too ,POSITIVE,99.8,WY,43.075968,-107.290284
684,skxh1444,1987-07-30,Idaho,POSITIVE,16.67,64.86,i bought this for my husband  he likes having the shirt and tie sets because it saves him from having to figure out what matches  i like this combination  its sharp ,POSITIVE,99.9,ID,44.068202,-114.742041
685,sfny1421,1973-08-02,Minor Outlying Islands,POSITIVE,0.0,80.2,good shirt  i am tall and its nice to have a long sleeve shirt that fit,POSITIVE,99.98,MO,28.2075,-177.35
686,ymok3241,1954-08-07,Nebraska,POSITIVE,50.0,84.42,tie colors matched shirt well and shirt sizing and quality are good  quality and a great price ,POSITIVE,99.98,NE,41.492537,-99.901813
687,pwln4342,1952-08-07,District of Columbia,POSITIVE,50.0,90.63,nice pants  fit true to size  the fabric is nice and thick  which gives a little support  normally wear a size 8 and purchased a size 8 in these pants ,POSITIVE,99.77,DC,38.905985,-77.033418
688,qink4231,1973-08-02,Utah,POSITIVE,16.67,81.26,looks and fits beautifully on my mother  color is perfect ,POSITIVE,99.99,UT,39.32098,-111.093731
689,rbhi4414,1973-08-02,Wisconsin,POSITIVE,33.33,88.83,these pants are beautiful and can look dressy or very nice for every day  they washdry like a dream ,POSITIVE,99.94,WI,43.78444,-88.787868
690,wikk4412,1951-08-08,Guam,POSITIVE,33.33,93.93,purchased these to go with the top to make a set  both pieces fit perfectly  good length on pants  no sag anywhere  love the spring colors and lightweight fabric  will get a lot of use out of both pieces during the upcoming warmer months  purchased to wear to a wedding ,POSITIVE,99.73,GU,13.444304,144.793732
691,hmyb3242,1991-07-29,Colorado,POSITIVE,83.33,70.5,i love the color and fabric but the fit is small for s,NEGATIVE,-77.0,CO,39.550051,-105.782067
692,jhgl2442,1955-08-07,Massachusetts,POSITIVE,16.67,40.19,i always know that the medium size xl will fit me  the material is lightweight and will be worn in the spring and summer  they do not appear to wrinkle easily ,NEGATIVE,-99.0,MA,42.407211,-71.382437
693,vgiu3414,1962-08-05,Idaho,NEGATIVE,66.67,-59.96,ran small  no stretch  wasnt comfortable  returned for refund ,NEGATIVE,-100.0,ID,44.068202,-114.742041
694,tine3232,1987-07-30,Washington,POSITIVE,16.67,95.12,love the material and color of these pants  love most alfred dunner styles and these are some of my favorites of all i have purchased  jcpenney is one of only a few stores in my area that carry this brand  so happy they do ,POSITIVE,99.98,WA,47.751074,-120.740139
695,jqio4311,1967-08-04,New Mexico,POSITIVE,50.0,91.86,i also found these large but reordered a size smaller  gray jeans  super comfy and great all day ,NEGATIVE,-86.0,NM,34.97273,-105.032363
